                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    113,                 0.8288,                0.45765,                 1.0598,                0.90566,                0.73853,                0.81259,                0.54173,                 1.2056,                0.79305,                 1.2228,             0.00039733,             0.00039733,             0.00039733
                    114,                0.84332,                0.47979,                  1.073,                0.87693,                0.77523,                0.82643,                0.54564,                 1.2152,                0.79946,                 1.2184,              0.0003945,              0.0003945,              0.0003945
                    115,                0.82496,                0.46779,                 1.0785,                0.86771,                0.81234,                0.84933,                0.55188,                  1.227,                0.73246,                 1.2181,             0.00039167,             0.00039167,             0.00039167
                    116,                  0.853,                0.47169,                 1.0665,                0.87191,                0.77982,                0.83047,                0.56394,                  1.201,                0.81746,                 1.2068,             0.00038884,             0.00038884,             0.00038884
                    117,                0.84173,                0.45952,                 1.0565,                0.87237,                0.78385,                0.81244,                0.54286,                 1.2001,                0.77507,                  1.207,             0.00038602,             0.00038602,             0.00038602
                    118,                0.86448,                0.46971,                 1.0694,                0.83982,                0.81193,                0.83446,                0.55994,                 1.1938,                0.72115,                 1.2131,             0.00038319,             0.00038319,             0.00038319
                    119,                0.81399,                 0.4619,                 1.0444,                0.87157,                0.77982,                0.81652,                 0.5441,                 1.2315,                0.76859,                 1.2137,             0.00038036,             0.00038036,             0.00038036
                    120,                0.81969,                0.45877,                 1.0532,                0.85017,                0.78084,                0.81214,                0.54124,                 1.2326,                0.78535,                 1.2471,             0.00037753,             0.00037753,             0.00037753
                    121,                 0.8141,                0.46123,                 1.0534,                0.86325,                0.78185,                0.81829,                0.54377,                 1.2331,                0.81994,                 1.2172,             0.00037471,             0.00037471,             0.00037471
                    122,                0.83281,                0.45698,                 1.0601,                0.86523,                0.80275,                0.83278,                0.56082,                 1.1904,                0.74092,                 1.1922,             0.00037188,             0.00037188,             0.00037188
                    123,                0.79187,                0.45006,                 1.0415,                0.88065,                0.78899,                 0.8352,                0.56214,                 1.2351,                0.70615,                 1.2247,             0.00036905,             0.00036905,             0.00036905
                    124,                0.80178,                0.45637,                 1.0483,                0.85561,                0.81546,                0.83856,                0.56775,                 1.1793,                0.71742,                 1.2154,             0.00036622,             0.00036622,             0.00036622
                    125,                0.80701,                0.45282,                 1.0402,                0.87545,                0.80608,                0.84312,                0.55521,                 1.2006,                0.74998,                 1.2135,              0.0003634,              0.0003634,              0.0003634
                    126,                0.80192,                 0.4418,                 1.0471,                0.90696,                0.76021,                0.83506,                0.55925,                 1.1902,                0.73117,                 1.1976,             0.00036057,             0.00036057,             0.00036057
